t,z1,z1dao,z2,z2dao
0.0,-0.2019575,0.0,0.0,0.0
0.2,-0.201926895270071,0.0005090189602168,0.0017317860886936,0.0139119272417846
0.4,-0.201642084898799,0.002746389083667,0.0049214327441585,0.0169507807237754
0.6,-0.200709728463386,0.0068634815965671,0.0077134362155643,0.0095602918648949
0.8,-0.198891793818106,0.0112856272453352,0.0083185888426943,-0.0038425527039986
1.0,-0.196231084847485,0.0136650667274139,0.0061821157254194,-0.0155092120840327
1.2,-0.19350001460162,0.0117729575139654,0.002547528811691,-0.0174563091641428
1.5,-0.19143069705083,0.0041413303352248,-0.0006557336670698,-0.0065655282119946
1.6,-0.19127746088058,-0.0022580612001865,-0.0009096995830829,0.0032613487930778
1.9,-0.192604232437494,-0.0097706123944783,0.0008230425507306,0.0114517317910759
2.0,-0.194248530887683,-0.0130509488280974,0.0024796196751406,0.0109321698816319
2.2,-0.1975977096699,-0.014961414614058,0.0039652107700426,0.0001546311198523
2.4,-0.200005661212868,-0.0145448664156707,0.0031289089837459,-0.0103915803389547
2.6,-0.203417477174129,-0.0135807073617476,-0.0008822638647349,-0.0205690007358908
2.8,-0.205685694184984,-0.0136826899193504,-0.0043261374933273,-0.0193975296073907
3.1,-0.209342017960117,-0.0146680936541639,-0.0078151472370553,-0.0060221311219685
3.2,-0.211868325246099,-0.0144689182344704,-0.0078878217892279,0.004853804539619
3.4,-0.214369283498217,-0.0120556708372655,-0.0062154906350815,0.0119923511136358
3.6,-0.216253184875908,-0.0063894062199531,-0.0037893748950471,0.0108141555748843
3.8,-0.216781756499279,0.0005953376705203,-0.0024857995021963,0.0032118069196758
4.0,-0.215537175076151,0.0098373276771923,-0.0031793144416298,-0.0087019374938734
4.3,-0.212475518772873,0.0157093458725827,-0.0059185104142139,-0.0129251601682707
4.4,-0.209503726107183,0.0167135493647479,-0.0078984200443559,-0.0078765911527859
4.6,-0.206924864831722,0.0153321413148624,-0.0084864414518592,0.0009012078016608
4.8,-0.204080626940076,0.0118742127693854,-0.0070269403216539,0.0125826261905201
5.0,-0.201974302030092,0.0085521008129788,-0.0037219966659571,0.0176337228932859
5.2,-0.200596401128838,0.0067268706819023,-0.0007254405550507,0.0139617527624766
5.5,-0.198964978166346,0.0052386379144982,0.0012173104052351,-0.0005466582239189
5.6,-0.198266191471701,0.0040344647553436,0.0005693989838148,-0.0076924603483048
5.9,-0.197716437083083,0.0005130869492821,-0.0017057073869119,-0.0108903608474435
6.1,-0.19821323829718,-0.0050092106627743,-0.0035275894947107,-0.0034112438298936
6.2,-0.199356717839069,-0.0088756050547444,-0.0033838927999572,0.0052499534887187
6.4,-0.201038770891627,-0.0114263759300311,-0.00188611285047,0.0125646270155363
6.7,-0.203899959585122,-0.011010005668876,0.0017196445675944,0.0147930866652927
6.8,-0.20553197731761,-0.0075260449742005,0.0038635631966694,0.0092394071810115
7.1,-0.206483633628601,0.0004081224333395,0.0045911594146511,-0.0036018761594124
7.3,-0.205961306099425,0.0054610477780529,0.0034161400650332,-0.0091929613018878
7.4,-0.204580617203413,0.0091951834462038,0.0016457432819182,-0.0088545387820252
7.6,-0.202704281196673,0.0108788856833279,0.0005448990206203,-0.0022860666885704
7.8,-0.200482491499669,0.0110728043384239,0.0010937642550793,0.0077407559122809
8.0,-0.198285843495542,0.0108469358253665,0.0034336591993155,0.0145447540460766
8.3,-0.195484115338719,0.0113021352959834,0.0071187602186123,0.0121577677937027
8.5,-0.193304313420729,0.0118273671766682,0.0086475162608366,0.0035011026513156
8.6,-0.191551353585579,0.0115820276106824,0.0085731215104156,-0.0043832029803468
8.8,-0.189212667581064,0.0088117830268794,0.0065935952858431,-0.012077437475011
9.1,-0.187848333632977,0.0020904444947238,0.0037225499203394,-0.0103652113553978
9.3,-0.18805984156394,-0.0045851572697989,0.0024319281565163,-0.0037641830641479
9.4,-0.189467615695081,-0.0111487322968507,0.0024247110133445,0.0034007127189082
